Num episodes,Cumulative rewards
2340,"[805.0, 805.0, 804.0, 806.0, 877.0, 805.0, 806.0, 804.0, 804.0, -200.0]"
2350,"[880.0, 878.0, 806.0, 806.0, 806.0, 805.0, 848.0, 878.0, 804.0, 878.0]"
2360,"[803.0, 807.0, 804.0, -200.0, 804.0, 860.0, 877.0, 804.0, 805.0, -200.0]"
2370,"[849.0, 873.0, 871.0, 805.0, 805.0, -200.0, 805.0, 804.0, 805.0, 871.0]"
2380,"[806.0, 872.0, 805.0, 871.0, 805.0, 865.0, 858.0, 878.0, 805.0, 877.0]"
2390,"[876.0, 858.0, -200.0, 879.0, 812.0, 806.0, 804.0, 805.0, 874.0, -200.0]"
2400,"[873.0, 870.0, 873.0, 863.0, 805.0, 878.0, 803.0, 877.0, 805.0, 804.0]"
2410,"[854.0, 803.0, -200.0, 806.0, 865.0, 806.0, 804.0, 875.0, 873.0, 813.0]"
2420,"[803.0, 860.0, 805.0, 805.0, -200.0, 870.0, 873.0, -200.0, 801.0, 804.0]"
2430,"[876.0, -200.0, 802.0, 878.0, 804.0, 806.0, 871.0, 874.0, -200.0, 802.0]"
2440,"[878.0, 871.0, 874.0, 848.0, 804.0, 804.0, -200.0, 803.0, 876.0, 806.0]"
2450,"[864.0, 805.0, 804.0, 805.0, 874.0, -200.0, 804.0, 878.0, 872.0, 872.0]"
2460,"[871.0, 874.0, -200.0, 806.0, 801.0, 877.0, 806.0, -200.0, 879.0, 805.0]"
2470,"[805.0, 804.0, 802.0, 803.0, 805.0, 801.0, 879.0, 877.0, 806.0, 805.0]"
2480,"[805.0, 804.0, -200.0, 862.0, 805.0, 877.0, 877.0, 879.0, 878.0, 805.0]"
2490,"[803.0, -200.0, 874.0, 801.0, 805.0, -200.0, 804.0, 804.0, 805.0, 876.0]"
